"term","frequency","type_"
"1933",8,"BOOK_CHAPTER"
"1934",2,"ABSTRACT"
"1934",13,"ARTICLE"
"1934",21,"BOOK_CHAPTER"
"1935",11,"ARTICLE"
"1935",16,"BOOK_CHAPTER"
"1936",2,"ABSTRACT"
"1936",4,"ARTICLE"
"1936",16,"BOOK"
"1937",8,"BOOK"
"1937",12,"ARTICLE"
"1938",1,"SPEAKER"
"1938",4,"ARTICLE"
"1938",8,"BOOK"
"1938",16,"BOOK_CHAPTER"
"1939",8,"BOOK_CHAPTER"
"1939",11,"ARTICLE"
"194",1,"ABSTRACT"
"1940",4,"ABSTRACT"
"1940",45,"ARTICLE"
"1940",54,"BOOK"
"1940",124,"BOOK_CHAPTER"
"1941",5,"ARTICLE"
"1942",2,"ABSTRACT"
"1942",7,"ARTICLE"
"1942",16,"BOOK"
"1942",32,"BOOK_CHAPTER"
"1943",2,"ABSTRACT"
"1943",8,"BOOK"
"1943",12,"ARTICLE"
"1943",40,"BOOK_CHAPTER"
"1944",7,"BOOK_CHAPTER"
"1944",17,"ARTICLE"
"1945",8,"ABSTRACT"
"1945",8,"BOOK"
"1945",17,"ARTICLE"
"1945",56,"BOOK_CHAPTER"
"1946",1,"SPEAKER"
"1946",16,"BOOK"
"1946",20,"ARTICLE"
"1946",23,"BOOK_CHAPTER"
"1947",2,"ABSTRACT"
"1947",8,"ARTICLE"
"1947",8,"BOOK_CHAPTER"
"1948",11,"ARTICLE"
"1948",40,"BOOK_CHAPTER"
"1949",1,"SPEAKER"
"1949",5,"ARTICLE"
"1949",16,"BOOK_CHAPTER"
"195",4,"ARTICLE"
"1950",4,"ABSTRACT"
"1950",23,"BOOK"
"1950",61,"ARTICLE"
"1950",84,"BOOK_CHAPTER"
"1951",8,"BOOK_CHAPTER"
"1952",8,"ARTICLE"
"1952",8,"BOOK_CHAPTER"
"1953",9,"ARTICLE"
"1953",32,"BOOK_CHAPTER"
"1954",8,"BOOK"
"1954",8,"BOOK_CHAPTER"
"1954",15,"ARTICLE"
"1955",1,"ABSTRACT"
"1955",6,"ARTICLE"
"1955",24,"BOOK_CHAPTER"
"1956",8,"BOOK"
"1956",10,"ARTICLE"
"1956",40,"BOOK_CHAPTER"
"1957",7,"ARTICLE"
"1957",16,"BOOK_CHAPTER"
"1958",4,"ARTICLE"
"1958",8,"BOOK"
"1958",8,"BOOK_CHAPTER"
"1959",2,"ABSTRACT"
"1959",4,"ARTICLE"
"1959",8,"BOOK"
"1959",8,"BOOK_CHAPTER"
"196",2,"ARTICLE"
"196",7,"BOOK_CHAPTER"
"1960",3,"ABSTRACT"
"1960",54,"BOOK"
"1960",82,"ARTICLE"
"1960",150,"BOOK_CHAPTER"
"1960s",2,"ARTICLE"
"1961",3,"SPEAKER"
"1961",5,"ABSTRACT"
"1961",8,"BOOK"
"1961",27,"ARTICLE"
"1961",40,"BOOK_CHAPTER"
"1962",5,"ARTICLE"
"1962",24,"BOOK"
"1962",24,"BOOK_CHAPTER"
"1963",8,"ARTICLE"
"1963",8,"BOOK"
"1963",16,"BOOK_CHAPTER"
"1964",3,"ABSTRACT"
"1964",8,"BOOK"
"1964",21,"SPEAKER"
"1964",27,"ARTICLE"
"1964",88,"BOOK_CHAPTER"
"1965",2,"ABSTRACT"
"1965",16,"ARTICLE"
"1965",32,"BOOK_CHAPTER"
"1966",1,"SPEAKER"
"1966",4,"ABSTRACT"
"1966",4,"ARTICLE"
"1966",8,"BOOK"
"1966",8,"BOOK_CHAPTER"
"1967",1,"SPEAKER"
"1967",2,"ABSTRACT"
"1967",8,"BOOK_CHAPTER"
"1967",10,"ARTICLE"
"1968",2,"SPEAKER"
"1968",4,"ABSTRACT"
"1968",8,"BOOK"
"1968",24,"ARTICLE"
"1968",69,"BOOK_CHAPTER"
"1969",1,"SPEAKER"
"1969",4,"ABSTRACT"
"1969",8,"BOOK_CHAPTER"
"1969",14,"ARTICLE"
"196_aproveitamento",2,"ABSTRACT"
"1970",2,"SPEAKER"
"1970",8,"ABSTRACT"
"1970",23,"BOOK"
"1970",58,"ARTICLE"
"1970",88,"BOOK_CHAPTER"
"1971",9,"ABSTRACT"
"1971",14,"ARTICLE"
"1971",16,"BOOK_CHAPTER"
"1972",14,"ABSTRACT"
"1972",21,"ARTICLE"
"1972",24,"BOOK"
"1972",48,"BOOK_CHAPTER"
"1973",8,"BOOK"
"1973",18,"ARTICLE"
"1973",23,"ABSTRACT"
"1973",32,"BOOK_CHAPTER"
"1974",2,"SPEAKER"
"1974",8,"ARTICLE"
"1974",19,"ABSTRACT"
"1974",32,"BOOK_CHAPTER"
"1975",16,"BOOK"
"1975",23,"ABSTRACT"
"1975",25,"ARTICLE"
"1975",32,"BOOK_CHAPTER"
"1976",8,"BOOK_CHAPTER"
"1976",9,"ARTICLE"
"1976",15,"BOOK"
"1976",26,"ABSTRACT"
"1977",8,"BOOK_CHAPTER"
"1977",22,"ARTICLE"
"1977",49,"ABSTRACT"
"1978",1,"SPEAKER"
"1978",13,"ARTICLE"
"1978",16,"BOOK"
"1978",24,"BOOK_CHAPTER"
"1978",69,"ABSTRACT"
"1979",2,"SPEAKER"
"1979",9,"ARTICLE"
"1979",48,"BOOK_CHAPTER"
"1979",56,"ABSTRACT"
"19798",8,"BOOK_CHAPTER"
"198",2,"ARTICLE"
"1980",3,"SPEAKER"
"1980",31,"ARTICLE"
"1980",40,"BOOK"
"1980",78,"ABSTRACT"
"1980",160,"BOOK_CHAPTER"
"1981",1,"ARTICLE"
"1981",8,"BOOK"
"1981",8,"BOOK_CHAPTER"
"1981",109,"ABSTRACT"
"1982",7,"ARTICLE"
"1982",24,"BOOK"
"1982",28,"BOOK_CHAPTER"
"1982",113,"ABSTRACT"
"1983",1,"SPEAKER"
"1983",12,"ARTICLE"
"1983",24,"BOOK_CHAPTER"
"1983",116,"ABSTRACT"
"1984",8,"ARTICLE"
"1984",16,"BOOK_CHAPTER"
"1984",141,"ABSTRACT"
"1985",2,"SPEAKER"
"1985",39,"ARTICLE"
"1985",40,"BOOK"
"1985",72,"BOOK_CHAPTER"
"1985",190,"ABSTRACT"
"1986",4,"SPEAKER"
"1986",11,"ARTICLE"
"1986",16,"BOOK_CHAPTER"
"1986",230,"ABSTRACT"
"1987",4,"ARTICLE"
"1987",8,"BOOK_CHAPTER"
"1987",195,"ABSTRACT"
"1988",4,"SPEAKER"
"1988",28,"ARTICLE"
"1988",40,"BOOK"
"1988",80,"BOOK_CHAPTER"
"1988",265,"ABSTRACT"
"1989",5,"ARTICLE"
"1989",8,"BOOK"
"1989",24,"BOOK_CHAPTER"
"1989",266,"ABSTRACT"
"1990",4,"SPEAKER"
"1990",32,"BOOK"
"1990",72,"ARTICLE"
"1990",184,"BOOK_CHAPTER"
"1990",340,"ABSTRACT"
"1991",7,"ARTICLE"
"1991",8,"BOOK"
"1991",21,"BOOK_CHAPTER"
"1991",342,"ABSTRACT"
"1992",5,"SPEAKER"
"1992",14,"ARTICLE"
"1992",16,"BOOK_CHAPTER"
"1992",433,"ABSTRACT"
"1993",2,"SPEAKER"
"1993",8,"BOOK"
"1993",8,"BOOK_CHAPTER"
"1993",10,"ARTICLE"
"1993",423,"ABSTRACT"
"1994",16,"BOOK_CHAPTER"
"1994",21,"ARTICLE"
"1994",497,"ABSTRACT"
"1995",3,"SPEAKER"
"1995",21,"ARTICLE"
"1995",32,"BOOK_CHAPTER"
"1995",525,"ABSTRACT"
"1996",2,"SPEAKER"
"1996",8,"BOOK"
"1996",31,"BOOK_CHAPTER"
"1996",39,"ARTICLE"
"1996",661,"ABSTRACT"
"1997",5,"SPEAKER"
"1997",8,"BOOK_CHAPTER"
"1997",18,"ARTICLE"
"1997",728,"ABSTRACT"
"1998",6,"SPEAKER"
"1998",21,"ARTICLE"
"1998",24,"BOOK"
"1998",40,"BOOK_CHAPTER"
"1998",741,"ABSTRACT"
"19986",2,"ARTICLE"
"1999",8,"BOOK"
"1999",10,"SPEAKER"
"1999",40,"BOOK_CHAPTER"
"1999",41,"ARTICLE"
"1999",878,"ABSTRACT"
"199a",4,"ARTICLE"
"19a",2,"SPEAKER"
"19ª",6,"SPEAKER"
"19f",2,"ARTICLE"
"19o",6,"SPEAKER"
"19º",8,"ARTICLE"
"19º",8,"BOOK"
"19º",118,"SPEAKER"
"19ºinpla",2,"SPEAKER"
"19s",1,"SPEAKER"
"19th",2,"ABSTRACT"
"19th",7,"SPEAKER"
"1ªed",8,"BOOK"
"1ªjornada",2,"SPEAKER"
"1ªs",1,"SPEAKER"
"1ed",8,"BOOK"
"1em",5,"ABSTRACT"
"1er",10,"SPEAKER"
"1î²",1,"ARTICLE"
"1ºmworshop",1,"SPEAKER"
"1ºseminário",1,"SPEAKER"
"1ºsimpósio",1,"SPEAKER"
"1st",23,"SPEAKER"
"200",9,"ABSTRACT"
"200",9,"ARTICLE"
"200",15,"BOOK"
"200",24,"SPEAKER"
"2000",31,"SPEAKER"
"2000",53,"BOOK"
"2000",90,"ARTICLE"
"2000",127,"BOOK_CHAPTER"
"2000",895,"ABSTRACT"
"2000h",2,"ABSTRACT"
"2000nm",2,"ARTICLE"
"2001",8,"BOOK"
"2001",23,"SPEAKER"
"2001",42,"ARTICLE"
"2001",48,"BOOK_CHAPTER"
"2001",984,"ABSTRACT"
"20011",1,"ABSTRACT"
"20012",2,"ABSTRACT"
"20013",2,"ABSTRACT"
"20013",6,"ARTICLE"
"2002",24,"BOOK"
"2002",34,"SPEAKER"
"2002",36,"ARTICLE"
"2002",112,"BOOK_CHAPTER"
"2002",977,"ABSTRACT"
"20024",1,"ABSTRACT"
"20027",2,"ARTICLE"
"2003",8,"BOOK"
"2003",44,"SPEAKER"
"2003",80,"ARTICLE"
"2003",95,"BOOK_CHAPTER"
"2003",1071,"ABSTRACT"
"2004",14,"BOOK"
"2004",39,"BOOK_CHAPTER"
"2004",59,"ARTICLE"
"2004",71,"SPEAKER"
"2004",1081,"ABSTRACT"
"2004a",1,"ABSTRACT"
"2005",32,"BOOK"
"2005",56,"SPEAKER"
"2005",82,"ARTICLE"
"2005",102,"BOOK_CHAPTER"
"2005",1084,"ABSTRACT"
"2006",41,"SPEAKER"
"2006",62,"BOOK"
"2006",71,"BOOK_CHAPTER"
"2006",116,"ARTICLE"
"2006",1076,"ABSTRACT"
"2007",24,"BOOK"
"2007",60,"SPEAKER"
"2007",86,"ARTICLE"
"2007",181,"BOOK_CHAPTER"
"2007",1282,"ABSTRACT"
"2008",40,"BOOK"
"2008",110,"ARTICLE"
"2008",125,"SPEAKER"
"2008",135,"BOOK_CHAPTER"
"2008",1207,"ABSTRACT"
"2008porque",8,"BOOK_CHAPTER"
"2009",8,"BOOK"
"2009",91,"BOOK_CHAPTER"
"2009",96,"SPEAKER"
"2009",121,"ARTICLE"
"2009",1319,"ABSTRACT"
"2009especialista",1,"ABSTRACT"
"201",3,"SPEAKER"
"201",4,"ABSTRACT"
"2010",23,"BOOK"
"2010",104,"SPEAKER"
"2010",110,"ARTICLE"
"2010",226,"BOOK_CHAPTER"
"2010",1474,"ABSTRACT"
"2010v15n2p148",2,"ARTICLE"
"2010v23n3p181",2,"ARTICLE"
"2010v27n3p449",2,"ARTICLE"
"2011",56,"BOOK"
"2011",68,"ARTICLE"
"2011",124,"SPEAKER"
"2011",152,"BOOK_CHAPTER"
"2011",1238,"ABSTRACT"
"2011a",2,"ABSTRACT"
"2011a",2,"ARTICLE"
"2011v13n31p210",2,"ARTICLE"
"2011v13n4p250",5,"ARTICLE"
"2011v8n12p1",3,"ARTICLE"
"2012",7,"BOOK"
"2012",112,"ARTICLE"
"2012",129,"SPEAKER"
"2012",150,"BOOK_CHAPTER"
"2012",1308,"ABSTRACT"
"20121",2,"ARTICLE"
"2012especialista",1,"ABSTRACT"
"2012v14n2p125",2,"ARTICLE"
"2013",40,"BOOK"
"2013",97,"ARTICLE"
"2013",131,"SPEAKER"
"2013",168,"BOOK_CHAPTER"
"2013",1289,"ABSTRACT"
"2014",32,"BOOK"
"2014",133,"SPEAKER"
"2014",142,"ARTICLE"
"2014",229,"BOOK_CHAPTER"
"2014",1502,"ABSTRACT"
"2015",48,"BOOK"
"2015",157,"SPEAKER"
"2015",161,"ARTICLE"
"2015",199,"BOOK_CHAPTER"
"2015",1235,"ABSTRACT"
"20150",1,"ABSTRACT"
"2016",1,"PATENT"
"2016",40,"BOOK"
"2016",125,"ARTICLE"
"2016",129,"SPEAKER"
"2016",197,"BOOK_CHAPTER"
"2016",1341,"ABSTRACT"
"2016desenvolve",2,"ABSTRACT"
"2016letras",2,"ABSTRACT"
"2016orcid",2,"ABSTRACT"
"2017",88,"BOOK"
"2017",117,"BOOK_CHAPTER"
"2017",128,"ARTICLE"
"2017",190,"SPEAKER"
"2017",1170,"ABSTRACT"
"2018",72,"BOOK"
"2018",120,"ARTICLE"
"2018",158,"SPEAKER"
"2018",223,"BOOK_CHAPTER"
"2018",1368,"ABSTRACT"
"2019",61,"BOOK"
"2019",116,"ARTICLE"
"2019",152,"SPEAKER"
"2019",172,"BOOK_CHAPTER"
"2019",1164,"ABSTRACT"
"20191",1,"SPEAKER"
"2019europa",1,"SPEAKER"
"2020",71,"BOOK"
"2020",112,"BOOK_CHAPTER"
"2020",148,"SPEAKER"
"2020",168,"ARTICLE"
"2020",971,"ABSTRACT"
"2021",64,"BOOK"
"2021",87,"BOOK_CHAPTER"
"2021",88,"ARTICLE"
"2021",183,"SPEAKER"
"2021",927,"ABSTRACT"
"20214",1,"ABSTRACT"
"2021professora",2,"ABSTRACT"
"2022",16,"BOOK"
"2022",16,"BOOK_CHAPTER"
"2022",34,"ARTICLE"
"2022",121,"SPEAKER"
"2022",946,"ABSTRACT"
"20222",2,"SPEAKER"
"2022231jogos",1,"ARTICLE"
"2022seleção",2,"ABSTRACT"
"2023",8,"ARTICLE"
"2023",8,"BOOK"
"2023",107,"SPEAKER"
"2023",669,"ABSTRACT"
"2023coordenador",2,"ABSTRACT"
"2024",5,"SPEAKER"
"2024",8,"ARTICLE"
"2024",40,"BOOK_CHAPTER"
"2024",177,"ABSTRACT"
"2025",1,"ARTICLE"
"2025",1,"SPEAKER"
"2025",58,"ABSTRACT"
"20250",4,"ARTICLE"
"20251",4,"ARTICLE"
"2026",14,"ABSTRACT"
"2027",2,"SPEAKER"
"2027",3,"ABSTRACT"
"2028",5,"ABSTRACT"
"203",1,"ARTICLE"
"203",2,"ABSTRACT"
"2030",2,"SPEAKER"
"2030",5,"ABSTRACT"
"2030",12,"ARTICLE"
"2030",39,"BOOK_CHAPTER"
"20342",2,"ABSTRACT"
"2040",2,"SPEAKER"
"2043",2,"ABSTRACT"
"2046",1,"ABSTRACT"
"2049",2,"ABSTRACT"
"205",1,"SPEAKER"
"205",18,"ARTICLE"
"2053",1,"ABSTRACT"
"206",2,"ABSTRACT"
"20613",2,"ABSTRACT"
"20777",2,"ARTICLE"
"208",2,"ABSTRACT"
"208",2,"ARTICLE"
"208",24,"BOOK_CHAPTER"
"20844",2,"ARTICLE"
"20849",2,"ARTICLE"
"208p",7,"BOOK_CHAPTER"
"209",2,"ABSTRACT"
"209",8,"ARTICLE"
"20a",8,"SPEAKER"
"20ª",17,"SPEAKER"
"20es",1,"SPEAKER"
"20h",2,"ARTICLE"
"20h",2,"SPEAKER"
"20h",9,"ABSTRACT"
"20hs",2,"ABSTRACT"
"20º",35,"SPEAKER"
"20ºjornada",1,"SPEAKER"
"20th",1,"ARTICLE"
"20th",2,"ABSTRACT"
"20th",18,"SPEAKER"
"20theuropean",2,"SPEAKER"
"210",4,"ARTICLE"
"2102",2,"ARTICLE"
"2102",2,"SPEAKER"
"2103",2,"ABSTRACT"
"2104",3,"ABSTRACT"
"2108",8,"BOOK_CHAPTER"
"21095",4,"ARTICLE"
"2110",2,"ABSTRACT"
"2114",2,"SPEAKER"
"2118",2,"ABSTRACT"
"212",2,"ARTICLE"
"212_manejo",2,"ABSTRACT"
"213",1,"SPEAKER"
"213",4,"ARTICLE"
"214",2,"ARTICLE"
"214",8,"BOOK_CHAPTER"
"214_agrometereologia",2,"ABSTRACT"
"215",2,"ARTICLE"
"215",2,"SPEAKER"
"216",4,"ARTICLE"
"21644",4,"ARTICLE"
"217",2,"ARTICLE"
"2175",10,"ARTICLE"
"21754519",2,"ABSTRACT"
"21756279",2,"ABSTRACT"
"2176",2,"ARTICLE"
"2177",2,"ARTICLE"
"2178",2,"ARTICLE"
"2179",2,"ABSTRACT"
"218",1,"ABSTRACT"
"2191",2,"ABSTRACT"
"21a",4,"SPEAKER"
"21ª",11,"SPEAKER"
"21o",3,"SPEAKER"
"21º",14,"SPEAKER"
"21st",10,"ARTICLE"
"21st",10,"SPEAKER"
"21th",2,"ARTICLE"
"22000",2,"ABSTRACT"
"2204",8,"BOOK_CHAPTER"
"221",1,"ABSTRACT"
"221",3,"ARTICLE"
"222",3,"ARTICLE"
"2226",2,"ABSTRACT"
"223",2,"ABSTRACT"
"22312",2,"ARTICLE"
"2232",2,"ARTICLE"
"2236",2,"ARTICLE"
"2237",2,"ABSTRACT"
"22378839",2,"ABSTRACT"
"2239",2,"ABSTRACT"
"224",1,"ABSTRACT"
"224",2,"ARTICLE"
"225",2,"ABSTRACT"
"225",2,"ARTICLE"
"226",4,"ARTICLE"
"227",2,"ARTICLE"
"2270",1,"ABSTRACT"
"2292",1,"ABSTRACT"
"22a",4,"SPEAKER"
"22ª",11,"SPEAKER"
"22nd",7,"SPEAKER"
"22o",3,"SPEAKER"
"22º",13,"SPEAKER"
"231",2,"ARTICLE"
"231",3,"ABSTRACT"
"2316",2,"ABSTRACT"
"2317",2,"ABSTRACT"
"2319",2,"ABSTRACT"
"232",2,"ARTICLE"
"2320",2,"ABSTRACT"
"23240",1,"ABSTRACT"
"233",8,"ARTICLE"
"2339",4,"ARTICLE"
"23398",2,"ARTICLE"
"234",2,"ABSTRACT"
"234",2,"ARTICLE"
"2343",2,"ARTICLE"
"2358",4,"ARTICLE"
"236",1,"ARTICLE"
"237",4,"ARTICLE"
"237np",2,"ARTICLE"
"238",10,"ARTICLE"
"239",2,"ARTICLE"
"239pu",2,"ARTICLE"
"23ª",15,"SPEAKER"
"23o",4,"SPEAKER"
"23º",23,"SPEAKER"
"23rd",5,"SPEAKER"
"240",4,"ARTICLE"
"241",2,"ARTICLE"
"24178",4,"ARTICLE"
"241am",2,"ARTICLE"
"24212",2,"ARTICLE"
"24273",2,"ABSTRACT"
"243",1,"ABSTRACT"
"243",2,"ARTICLE"
"243",8,"BOOK_CHAPTER"
"24312",1,"ARTICLE"
"2433",1,"ABSTRACT"
"2446",8,"BOOK_CHAPTER"
"2448",1,"ABSTRACT"
"246",4,"ARTICLE"
"248",2,"ARTICLE"
"24824",7,"BOOK"
"2490",2,"ABSTRACT"
"2495",6,"ABSTRACT"
"24ª",9,"SPEAKER"
"24h",2,"ABSTRACT"
"24h",2,"ARTICLE"
"24o",2,"SPEAKER"
"24º",17,"SPEAKER"
"24th",5,"SPEAKER"
"250",2,"SPEAKER"
"250",4,"ARTICLE"
"250",60,"BOOK"
"25103",4,"ARTICLE"
"251a",2,"ARTICLE"
"252",2,"ARTICLE"
"2525",2,"ABSTRACT"
"2533",2,"ABSTRACT"
"2547047247609047",2,"ABSTRACT"
"2553",3,"ABSTRACT"
"255ºc",4,"ARTICLE"
"256",1,"SPEAKER"
"2563",2,"ABSTRACT"
"257",4,"ARTICLE"
"2570",1,"ABSTRACT"
"259",4,"ABSTRACT"
"25923",2,"ARTICLE"
"2594",4,"ABSTRACT"
"25945",4,"ARTICLE"
"2595",4,"ABSTRACT"
"25991",6,"ARTICLE"
"25a",6,"SPEAKER"
"25ª",27,"SPEAKER"
"25o",2,"SPEAKER"
"25º",21,"SPEAKER"
"25th",1,"SPEAKER"
"25years",2,"ARTICLE"
"260390038",1,"ABSTRACT"
"26041",2,"ARTICLE"
"260a",2,"ARTICLE"
"261",1,"ABSTRACT"
"261",8,"BOOK_CHAPTER"
"2614",6,"ARTICLE"
"262",4,"ARTICLE"
"262",8,"BOOK"
"263",1,"ARTICLE"
"264",2,"ARTICLE"
"26415",2,"ARTICLE"
"2657",2,"ARTICLE"
"2659",2,"ABSTRACT"
"2675",4,"ARTICLE"
"2675",5,"ABSTRACT"
"26a",5,"SPEAKER"
"26ª",13,"SPEAKER"
"26b",8,"ARTICLE"
"26o",3,"SPEAKER"
"26º",24,"SPEAKER"
"26th",6,"SPEAKER"
"270",2,"ARTICLE"
"27001",3,"ARTICLE"
"27002",3,"ARTICLE"
"2705",2,"ABSTRACT"
"271",1,"ABSTRACT"
"2711",2,"ARTICLE"
"2716",2,"ABSTRACT"
"2730",1,"ABSTRACT"
"2745",2,"ABSTRACT"
"275",2,"ARTICLE"
"2760h",2,"ABSTRACT"
"2764",3,"ABSTRACT"
"27665",2,"ARTICLE"
"27861",2,"ARTICLE"
"27a",3,"SPEAKER"
"27ª",12,"SPEAKER"
"27al",2,"ABSTRACT"
"27h",2,"ABSTRACT"
"27o",5,"SPEAKER"
"27º",11,"SPEAKER"
"27th",6,"SPEAKER"
"280",2,"ARTICLE"
"2800",2,"ABSTRACT"
"28_01",2,"ARTICLE"
"281",8,"BOOK_CHAPTER"
"283x",1,"ABSTRACT"
"284",49,"BOOK_CHAPTER"
"284x",1,"ABSTRACT"
"285",8,"ARTICLE"
"285x",6,"ABSTRACT"
"286",16,"BOOK_CHAPTER"
"288",1,"ARTICLE"
"28ª",15,"SPEAKER"
"28o",3,"SPEAKER"
"28º",23,"SPEAKER"
"28th",2,"SPEAKER"
"290",2,"ABSTRACT"
"291",2,"ARTICLE"
"292",1,"ABSTRACT"
"292022",1,"SPEAKER"
"293",5,"ARTICLE"
"2941",1,"ABSTRACT"
"29486",2,"ARTICLE"
"296",2,"SPEAKER"
"2964",2,"ABSTRACT"
"297",2,"ABSTRACT"
"297",8,"BOOK"
"29702",4,"ARTICLE"
"298",7,"ARTICLE"
"2981",2,"ABSTRACT"
"2994",2,"ABSTRACT"
"29992",2,"ARTICLE"
"29a",2,"SPEAKER"
"29ª",12,"SPEAKER"
"29b",4,"ARTICLE"
"29º",19,"SPEAKER"
"29si",2,"ABSTRACT"
"29th",4,"SPEAKER"
"2as",2,"SPEAKER"
"2br",1,"ARTICLE"
"2cl",2,"ARTICLE"
"2das",2,"SPEAKER"
"2dcos",2,"ARTICLE"
"2df",1,"ARTICLE"
"2do",3,"SPEAKER"
"2ème",1,"SPEAKER"
"2h2",2,"ARTICLE"
"2h2o",1,"ARTICLE"
"2hh",2,"ARTICLE"
"2k17",1,"SPEAKER"
"2mass",6,"ARTICLE"
"2nd",26,"SPEAKER"
"2ºciclo",1,"SPEAKER"
"2ºg",2,"ABSTRACT"
"2p23",2,"ARTICLE"
"2spcpám",1,"SPEAKER"
"2th",2,"SPEAKER"
"300",1,"ABSTRACT"
"300",3,"SPEAKER"
"300",10,"ARTICLE"
"3000",2,"ARTICLE"
"3000",4,"ABSTRACT"
"3003",1,"SPEAKER"
"302",1,"ABSTRACT"
"303",1,"ABSTRACT"
"303",8,"BOOK_CHAPTER"
"30340",8,"ARTICLE"
"304",2,"SPEAKER"
"305",9,"ARTICLE"
"306",2,"ARTICLE"
"307",2,"ARTICLE"
"307",8,"BOOK_CHAPTER"
"308",8,"ARTICLE"
"308g",2,"ARTICLE"
"30a",1,"SPEAKER"
"30ª",10,"SPEAKER"
"30anos",1,"ABSTRACT"
"30èmes",1,"SPEAKER"
"30h",1,"SPEAKER"
"30o",2,"SPEAKER"
"30º",38,"SPEAKER"
"30ºc",8,"BOOK_CHAPTER"
"30th",7,"SPEAKER"
"3102",10,"ARTICLE"
"3102jul",2,"ARTICLE"
"31038",2,"ARTICLE"
"310416",2,"ABSTRACT"
"310980",2,"ABSTRACT"
"313",2,"ARTICLE"
"3131",2,"ABSTRACT"
"314",2,"ARTICLE"
"315",6,"ARTICLE"
"3157",2,"ABSTRACT"
"31639",2,"ARTICLE"
"31649",4,"ARTICLE"
"317",6,"ARTICLE"
"317",49,"BOOK_CHAPTER"
"318",1,"ARTICLE"
"31a",3,"SPEAKER"
"31ª",5,"SPEAKER"
"31º",23,"SPEAKER"
"31th",2,"SPEAKER"
"320",4,"ABSTRACT"
"320a",2,"ARTICLE"
"322",7,"ARTICLE"
"323",5,"ARTICLE"
"324",2,"ARTICLE"
"325",1,"ABSTRACT"
"3251",2,"ABSTRACT"
"327",2,"ARTICLE"
"3271175",2,"ABSTRACT"
"328",4,"ARTICLE"
"328647",2,"ABSTRACT"
"32946",4,"ARTICLE"
"3297",2,"ABSTRACT"
"32a",2,"ABSTRACT"
"32a",4,"SPEAKER"
"32ª",12,"SPEAKER"
"32nd",8,"SPEAKER"
"32o",3,"SPEAKER"
"32º",20,"SPEAKER"
"330",1,"ABSTRACT"
"330",8,"BOOK"
"330406",4,"SPEAKER"
"33182",2,"ABSTRACT"
"332",2,"ARTICLE"
"3323658655526957",2,"ABSTRACT"
"33277",1,"ARTICLE"
"333",2,"ABSTRACT"
"33342679",1,"ARTICLE"
"334",3,"ABSTRACT"
"33402",2,"ARTICLE"
"33521",6,"ARTICLE"
"3365",2,"ABSTRACT"
"3381",2,"ABSTRACT"
"33a",2,"SPEAKER"
"33ª",6,"SPEAKER"
"33o",3,"SPEAKER"
"33º",11,"SPEAKER"
"33rd",4,"SPEAKER"
"341",2,"SPEAKER"
"342",8,"ARTICLE"
"343",1,"ARTICLE"
"343",7,"BOOK_CHAPTER"
"343",8,"BOOK"
"3438",2,"ABSTRACT"
"3465",2,"ABSTRACT"
"347",8,"BOOK"
"347",8,"BOOK_CHAPTER"
"3474",2,"ABSTRACT"
"3490",2,"ABSTRACT"
"3491",2,"ABSTRACT"
"34ª",2,"ABSTRACT"
"34ª",7,"SPEAKER"
"34o",1,"SPEAKER"
"34º",15,"SPEAKER"
"34th",4,"SPEAKER"
"350",1,"ABSTRACT"
"350",8,"BOOK"
"351",2,"ARTICLE"
"3517",2,"ABSTRACT"
"3519",1,"ABSTRACT"
"352",2,"ARTICLE"
"3529",2,"ABSTRACT"
"3536",1,"ABSTRACT"
"3542",1,"ABSTRACT"
"3556468946668299",1,"ABSTRACT"
"35745",2,"ARTICLE"
"35799",2,"ARTICLE"
"35a",5,"SPEAKER"
"35ª",8,"SPEAKER"
"35o",2,"SPEAKER"
"35º",8,"BOOK_CHAPTER"
"35º",11,"SPEAKER"
"35zn0",4,"ARTICLE"
"360",1,"SPEAKER"
"360",2,"ARTICLE"
"360h",2,"ABSTRACT"
"360º",1,"SPEAKER"
"361",8,"BOOK"
"361",12,"ARTICLE"
"361",48,"BOOK_CHAPTER"
"36129",2,"ARTICLE"
"3617",2,"ABSTRACT"
"363",8,"BOOK_CHAPTER"
"364",2,"SPEAKER"
"365",2,"ABSTRACT"
"365",10,"ARTICLE"
"3678",2,"ABSTRACT"
"368",2,"ARTICLE"
"368",8,"BOOK_CHAPTER"
"369_geociências",2,"ABSTRACT"
"36a",3,"SPEAKER"
"36ª",5,"SPEAKER"
"36º",1,"SPEAKER"
"36th",1,"SPEAKER"
"370",3,"ARTICLE"
"3704",2,"ABSTRACT"
"371",2,"ARTICLE"
"3729",2,"ABSTRACT"
"375",2,"ARTICLE"
"377",2,"ARTICLE"
"378",2,"ARTICLE"
"378",8,"BOOK_CHAPTER"
"37a",4,"SPEAKER"
"37ª",10,"SPEAKER"
"37o",9,"SPEAKER"
"37º",7,"SPEAKER"
"37th",1,"SPEAKER"
"380",8,"BOOK_CHAPTER"
"38145",2,"ARTICLE"
"3858",2,"ABSTRACT"
"3869",2,"ARTICLE"
"3891375819023812",1,"ABSTRACT"
"38a",2,"SPEAKER"
"38ª",15,"SPEAKER"
"38º",8,"SPEAKER"
"39044",6,"ARTICLE"
